,codes,id,id_region,insee,label,label_region,lat,lon,name,region,timezone,zip_code
110,"[{'type': 'CR-CI-CH', 'value': '0087-116640-00'}]",stop_area:OCE:SA:87116640,admin:87573extern,77148,Crouy-sur-Ourcq (Crouy-sur-Ourcq),Crouy-sur-Ourcq (77840),49.09153,3.062945,Crouy-sur-Ourcq,Crouy-sur-Ourcq,Europe/Paris,77840
111,"[{'type': 'CR-CI-CH', 'value': '0087-116665-00'}]",stop_area:OCE:SA:87116665,admin:1083099extern,60380,Mareuil-sur-Ourcq (Mareuil-sur-Ourcq),Mareuil-sur-Ourcq (60890),49.135387,3.075299,Mareuil-sur-Ourcq,Mareuil-sur-Ourcq,Europe/Paris,60890
112,"[{'type': 'CR-CI-CH', 'value': '0087-116673-00'}]",stop_area:OCE:SA:87116673,admin:2955237extern,02307,La Ferté-Milon (La Ferté-Milon),La Ferté-Milon (02460),49.179556,3.121052,La Ferté-Milon,La Ferté-Milon,Europe/Paris,02460
113,"[{'type': 'CR-CI-CH', 'value': '0087-116731-BV'}]",stop_area:OCE:SA:87116731,admin:1380624extern,77413,Couilly-St-Germ.-Quincy (Saint-Germain-sur-Morin),Saint-Germain-sur-Morin (77860),48.882651,2.854083,Couilly-St-Germ.-Quincy,Saint-Germain-sur-Morin,Europe/Paris,77860
114,"[{'type': 'CR-CI-CH', 'value': '0087-171595-BV'}]",stop_area:OCE:SA:87171595,admin:2658932extern,51461,Rilly-la-Montagne (Rilly-la-Montagne),Rilly-la-Montagne (51500),49.167193,4.041189,Rilly-la-Montagne,Rilly-la-Montagne,Europe/Paris,51500
115,"[{'type': 'CR-CI-CH', 'value': '0087-171611-00'}]",stop_area:OCE:SA:87171611,admin:2607794extern,51571,Val-de-Vesle (Marne) (Val-de-Vesle),Val-de-Vesle (51360),49.178393,4.221692,Val-de-Vesle (Marne),Val-de-Vesle,Europe/Paris,51360
116,"[{'type': 'CR-CI-CH', 'value': '0087-171629-00'}]",stop_area:OCE:SA:87171629,admin:2604468extern,51449,Prunay (Prunay),Prunay (51360),49.198813,4.183573,Prunay,Prunay,Europe/Paris,51360
117,"[{'type': 'CR-CI-CH', 'value': '0087-171637-00'}]",stop_area:OCE:SA:87171637,admin:2604626extern,51536,Sillery (Sillery),Sillery (51500),49.203351,4.144084,Sillery,Sillery,Europe/Paris,51500
118,"[{'type': 'CR-CI-CH', 'value': '0087-171645-00'}]",stop_area:OCE:SA:87171645,admin:2611681extern,51530,Sept-Saulx (Sept-Saulx),Sept-Saulx (51400),49.151471,4.256497,Sept-Saulx,Sept-Saulx,Europe/Paris,51400
119,"[{'type': 'CR-CI-CH', 'value': '0087-118000-BV'}]",stop_area:OCE:SA:87118000,admin:414972extern,10387,Troyes (Troyes),Troyes (10000),48.295018,4.065398,Troyes,Troyes,Europe/Paris,10000
120,"[{'type': 'CR-CI-CH', 'value': '0087-118158-BV'}]",stop_area:OCE:SA:87118158,admin:2006924extern,10323,Romilly-sur-Seine (Romilly-sur-Seine),Romilly-sur-Seine (10100),48.514164,3.72835,Romilly-sur-Seine,Romilly-sur-Seine,Europe/Paris,10100
121,"[{'type': 'CR-CI-CH', 'value': '0087-118190-BV'}]",stop_area:OCE:SA:87118190,admin:2046325extern,10268,Nogent-sur-Seine (Nogent-sur-Seine),Nogent-sur-Seine (10400),48.497829,3.493726,Nogent-sur-Seine,Nogent-sur-Seine,Europe/Paris,10400
122,"[{'type': 'CR-CI-CH', 'value': '0087-118257-BV'}]",stop_area:OCE:SA:87118257,admin:2995497extern,10401,Vendeuvre (Aube) (Vendeuvre-sur-Barse),Vendeuvre-sur-Barse (10140),48.240322,4.467197,Vendeuvre (Aube),Vendeuvre-sur-Barse,Europe/Paris,10140
123,"[{'type': 'CR-CI-CH', 'value': '0087-118299-BV'}]",stop_area:OCE:SA:87118299,admin:2808167extern,10033,Bar-sur-Aube (Bar-sur-Aube),Bar-sur-Aube (10200),48.238534,4.706847,Bar-sur-Aube,Bar-sur-Aube,Europe/Paris,10200
124,"[{'type': 'CR-CI-CH', 'value': '0087-131961-BV'}]",stop_area:OCE:SA:87131961,admin:140522extern,01063,Brion-Montréal-La Cluse (Brion),Brion (01460),46.175774,5.558511,Brion-Montréal-La Cluse,Brion,Europe/Paris,01460
125,"[{'type': 'CR-CI-CH', 'value': '0087-141002-BV'}]",stop_area:OCE:SA:87141002,admin:52399extern,54395,Nancy-Ville (Nancy),Nancy (54000),48.689758,6.174267,Nancy-Ville,Nancy,Europe/Paris,54000
126,"[{'type': 'CR-CI-CH', 'value': '0087-141010-BV'}]",stop_area:OCE:SA:87141010,admin:52372extern,54274,Jarville-la-Malgrange (Jarville-la-Malgrange),Jarville-la-Malgrange (54140),48.669925,6.202207,Jarville-la-Malgrange,Jarville-la-Malgrange,Europe/Paris,54140
127,"[{'type': 'CR-CI-CH', 'value': '0087-141036-BV'}]",stop_area:OCE:SA:87141036,admin:2374139extern,54205,Foug (Foug),Foug (54570),48.679126,5.791508,Foug,Foug,Europe/Paris,54570
128,"[{'type': 'CR-CI-CH', 'value': '0087-141044-BV'}]",stop_area:OCE:SA:87141044,admin:113079extern,54528,Toul (Toul),Toul (54200),48.679018,5.880577,Toul,Toul,Europe/Paris,54200
129,"[{'type': 'CR-CI-CH', 'value': '0087-141051-00'}]",stop_area:OCE:SA:87141051,admin:1793280extern,54202,Fontenoy-sur-Moselle (Fontenoy-sur-Moselle),Fontenoy-sur-Moselle (54840),48.711428,5.980135,Fontenoy-sur-Moselle,Fontenoy-sur-Moselle,Europe/Paris,54840
130,"[{'type': 'CR-CI-CH', 'value': '0087-141069-BV'}]",stop_area:OCE:SA:87141069,admin:113073extern,54318,Liverdun (Liverdun),Liverdun (54460),48.749372,6.061634,Liverdun,Liverdun,Europe/Paris,54460
131,"[{'type': 'CR-CI-CH', 'value': '0087-141077-BV'}]",stop_area:OCE:SA:87141077,admin:75211extern,54215,Frouard (Frouard),Frouard (54390),48.7555,6.144244,Frouard,Frouard,Europe/Paris,54390
132,"[{'type': 'CR-CI-CH', 'value': '0087-141085-BV'}]",stop_area:OCE:SA:87141085,admin:75321extern,54115,Champigneulles (Champigneulles),Champigneulles (54250),48.735067,6.169043,Champigneulles,Champigneulles,Europe/Paris,54250
133,"[{'type': 'CR-CI-CH', 'value': '0087-141093-BV'}]",stop_area:OCE:SA:87141093,admin:52369extern,54300,Laneuveville-devt-Nancy (Laneuveville-devant-Nancy),Laneuveville-devant-Nancy (54410),48.655627,6.228014,Laneuveville-devt-Nancy,Laneuveville-devant-Nancy,Europe/Paris,54410
134,"[{'type': 'CR-CI-CH', 'value': '0087-141101-BV'}]",stop_area:OCE:SA:87141101,admin:1876908extern,54549,Varangéville-St-Nicolas (Varangéville),Varangéville (54110),48.635126,6.31336,Varangéville-St-Nicolas,Varangéville,Europe/Paris,54110
135,"[{'type': 'CR-CI-CH', 'value': '0087-141119-BV'}]",stop_area:OCE:SA:87141119,admin:1815323extern,54159,Dombasle-sur-Meurthe (Dombasle-sur-Meurthe),Dombasle-sur-Meurthe (54110),48.623319,6.343521,Dombasle-sur-Meurthe,Dombasle-sur-Meurthe,Europe/Paris,54110
136,"[{'type': 'CR-CI-CH', 'value': '0087-141127-BV'}]",stop_area:OCE:SA:87141127,admin:1815323extern,54159,Rosières-aux-Salines (Dombasle-sur-Meurthe),Dombasle-sur-Meurthe (54110),48.605401,6.350625,Rosières-aux-Salines,Dombasle-sur-Meurthe,Europe/Paris,54110
137,"[{'type': 'CR-CI-CH', 'value': '0087-172221-BV'}]",stop_area:OCE:SA:87172221,admin:3257663extern,08492,Vrigne-Meuse (Vrigne-Meuse),Vrigne-Meuse (08350),49.700664,4.843098,Vrigne-Meuse,Vrigne-Meuse,Europe/Paris,08350
138,"[{'type': 'CR-CI-CH', 'value': '0087-172239-00'}]",stop_area:OCE:SA:87172239,admin:153844extern,08142,Donchery (Donchery),Donchery (08350),49.698103,4.874596,Donchery,Donchery,Europe/Paris,08350
139,"[{'type': 'CR-CI-CH', 'value': '0087-172254-BV'}]",stop_area:OCE:SA:87172254,admin:153920extern,08409,Sedan (Sedan),Sedan (08200),49.694844,4.930019,Sedan,Sedan,Europe/Paris,08200
140,"[{'type': 'CR-CI-CH', 'value': '0087-172262-BV'}]",stop_area:OCE:SA:87172262,admin:3285379extern,08262,Amagne-Lucquy (Lucquy),Lucquy (08300),49.523715,4.473776,Amagne-Lucquy,Lucquy,Europe/Paris,08300
141,"[{'type': 'CR-CI-CH', 'value': '0087-172270-BV'}]",stop_area:OCE:SA:87172270,admin:1792603extern,08362,Rethel (Rethel),Rethel (08300),49.504559,4.370311,Rethel,Rethel,Europe/Paris,08300
142,"[{'type': 'CR-CI-CH', 'value': '0087-172353-00'}]",stop_area:OCE:SA:87172353,admin:3263485extern,08090,Carignan (Carignan),Carignan (08110),49.6285,5.168494,Carignan,Carignan,Europe/Paris,08110
143,"[{'type': 'CR-CI-CH', 'value': '0087-141200-00'}]",stop_area:OCE:SA:87141200,admin:1707907extern,54175,Einvaux (Einvaux),Einvaux (54360),48.503575,6.393211,Einvaux,Einvaux,Europe/Paris,54360
144,"[{'type': 'CR-CI-CH', 'value': '0087-141218-00'}]",stop_area:OCE:SA:87141218,admin:2623804extern,54585,Bayon (Virecourt),Virecourt (54290),48.468026,6.32289,Bayon,Virecourt,Europe/Paris,54290
145,"[{'type': 'CR-CI-CH', 'value': '0087-141291-BV'}]",stop_area:OCE:SA:87141291,admin:936636extern,88321,Neufchâteau (Neufchâteau),Neufchâteau (88300),48.357239,5.69018,Neufchâteau,Neufchâteau,Europe/Paris,88300
146,"[{'type': 'CR-CI-CH', 'value': '0087-141374-00'}]",stop_area:OCE:SA:87141374,admin:113054extern,54472,St-Clément-Laronxe (Saint-Clément),Saint-Clément (54950),48.531133,6.608586,St-Clément-Laronxe,Saint-Clément,Europe/Paris,54950
147,"[{'type': 'CR-CI-CH', 'value': '0087-141382-00'}]",stop_area:OCE:SA:87141382,admin:113060extern,54125,Chenevières (Chenevières),Chenevières (54122),48.51952,6.632435,Chenevières,Chenevières,Europe/Paris,54122
148,"[{'type': 'CR-CI-CH', 'value': '0087-141390-00'}]",stop_area:OCE:SA:87141390,admin:2959223extern,54199,Ménil-Flin (Flin),Flin (54122),48.504976,6.659203,Ménil-Flin,Flin,Europe/Paris,54122
149,"[{'type': 'CR-CI-CH', 'value': '0087-141408-00'}]",stop_area:OCE:SA:87141408,admin:113012extern,54038,Azerailles (Azerailles),Azerailles (54122),48.491249,6.696128,Azerailles,Azerailles,Europe/Paris,54122
150,"[{'type': 'CR-CI-CH', 'value': '0087-141416-00'}]",stop_area:OCE:SA:87141416,admin:113133extern,54039,Baccarat (Baccarat),Baccarat (54120),48.452256,6.744052,Baccarat,Baccarat,Europe/Paris,54120
151,"[{'type': 'CR-CI-CH', 'value': '0087-141424-00'}]",stop_area:OCE:SA:87141424,admin:113024extern,54065,Bertrichamps (Bertrichamps),Bertrichamps (54120),48.428385,6.791057,Bertrichamps,Bertrichamps,Europe/Paris,54120
152,"[{'type': 'CR-CI-CH', 'value': '0087-141432-00'}]",stop_area:OCE:SA:87141432,admin:113039extern,54519,Thiaville (Thiaville-sur-Meurthe),Thiaville-sur-Meurthe (54120),48.413829,6.810215,Thiaville,Thiaville-sur-Meurthe,Europe/Paris,54120
153,"[{'type': 'CR-CI-CH', 'value': '0087-141473-BV'}]",stop_area:OCE:SA:87141473,admin:52394extern,54265,Houdemont (Houdemont),Houdemont (54180),48.645531,6.179671,Houdemont,Houdemont,Europe/Paris,54180
154,"[{'type': 'CR-CI-CH', 'value': '0087-141481-00'}]",stop_area:OCE:SA:87141481,admin:52393extern,54328,Ludres (Ludres),Ludres (54710),48.621976,6.170887,Ludres,Ludres,Europe/Paris,54710
155,"[{'type': 'CR-CI-CH', 'value': '0087-141499-00'}]",stop_area:OCE:SA:87141499,admin:113047extern,54366,Messein (Messein),Messein (54850),48.612801,6.138059,Messein,Messein,Europe/Paris,54850
156,"[{'type': 'CR-CI-CH', 'value': '0087-141507-00'}]",stop_area:OCE:SA:87141507,admin:113090extern,54397,Neuves-Maisons (Neuves-Maisons),Neuves-Maisons (54230),48.614777,6.107788,Neuves-Maisons,Neuves-Maisons,Europe/Paris,54230
157,"[{'type': 'CR-CI-CH', 'value': '0087-141523-BV'}]",stop_area:OCE:SA:87141523,admin:113135extern,54432,Pont-St-Vincent (Pont-Saint-Vincent),Pont-Saint-Vincent (54550),48.602448,6.10296,Pont-St-Vincent,Pont-Saint-Vincent,Europe/Paris,54550
158,"[{'type': 'CR-CI-CH', 'value': '0087-141531-00'}]",stop_area:OCE:SA:87141531,admin:113114extern,54043,Bainville (Bainville-sur-Madon),Bainville-sur-Madon (54550),48.586526,6.099354,Bainville,Bainville-sur-Madon,Europe/Paris,54550
159,"[{'type': 'CR-CI-CH', 'value': '0087-141549-BV'}]",stop_area:OCE:SA:87141549,admin:113020extern,54596,Xeuilley (Xeuilley),Xeuilley (54990),48.569686,6.101963,Xeuilley,Xeuilley,Europe/Paris,54990
160,"[{'type': 'CR-CI-CH', 'value': '0087-141556-00'}]",stop_area:OCE:SA:87141556,admin:2959739extern,54429,Pierreville (Pierreville),Pierreville (54160),48.549207,6.123813,Pierreville,Pierreville,Europe/Paris,54160
161,"[{'type': 'CR-CI-CH', 'value': '0087-141564-00'}]",stop_area:OCE:SA:87141564,admin:2959349extern,54032,Pulligny-Autrey (Autrey),Autrey (54160),48.536002,6.137626,Pulligny-Autrey,Autrey,Europe/Paris,54160
162,"[{'type': 'CR-CI-CH', 'value': '0087-141572-BV'}]",stop_area:OCE:SA:87141572,admin:2959278extern,54109,Ceintrey (Ceintrey),Ceintrey (54134),48.52388,6.157419,Ceintrey,Ceintrey,Europe/Paris,54134
163,"[{'type': 'CR-CI-CH', 'value': '0087-141598-00'}]",stop_area:OCE:SA:87141598,admin:2961445extern,54513,Tantonville (Tantonville),Tantonville (54116),48.483903,6.129095,Tantonville,Tantonville,Europe/Paris,54116
164,"[{'type': 'CR-CI-CH', 'value': '0087-141606-00'}]",stop_area:OCE:SA:87141606,admin:2920919extern,54563,Vézelise (Vézelise),Vézelise (54330),48.480635,6.100416,Vézelise,Vézelise,Europe/Paris,54330
165,"[{'type': 'CR-CI-CH', 'value': '0087-141622-00'}]",stop_area:OCE:SA:87141622,admin:2960910extern,54434,Praye-sous-Vaudémont (Praye),Praye (54116),48.432924,6.1007,Praye-sous-Vaudémont,Praye,Europe/Paris,54116
166,"[{'type': 'CR-CI-CH', 'value': '0087-141648-00'}]",stop_area:OCE:SA:87141648,admin:113068extern,54156,Diarville (Diarville),Diarville (54930),48.397376,6.126431,Diarville,Diarville,Europe/Paris,54930
167,"[{'type': 'CR-CI-CH', 'value': '0087-141788-00'}]",stop_area:OCE:SA:87141788,admin:75303extern,54430,Pompey (Pompey),Pompey (54340),48.77322,6.130664,Pompey,Pompey,Europe/Paris,54340
168,"[{'type': 'CR-CI-CH', 'value': '0087-141796-00'}]",stop_area:OCE:SA:87141796,admin:113091extern,54351,Marbache (Marbache),Marbache (54820),48.801183,6.109307,Marbache,Marbache,Europe/Paris,54820
169,"[{'type': 'CR-CI-CH', 'value': '0087-141804-00'}]",stop_area:OCE:SA:87141804,admin:1140180extern,54060,Belleville (Belleville),Belleville (54940),48.819436,6.101751,Belleville,Belleville,Europe/Paris,54940
170,"[{'type': 'CR-CI-CH', 'value': '0087-141812-BV'}]",stop_area:OCE:SA:87141812,admin:1815235extern,54157,Dieulouard (Dieulouard),Dieulouard (54380),48.84368,6.071668,Dieulouard,Dieulouard,Europe/Paris,54380
171,"[{'type': 'CR-CI-CH', 'value': '0087-141820-BV'}]",stop_area:OCE:SA:87141820,admin:113038extern,54431,Pont-à-Mousson (Pont-à-Mousson),Pont-à-Mousson (54700),48.900251,6.050802,Pont-à-Mousson,Pont-à-Mousson,Europe/Paris,54700
172,"[{'type': 'CR-CI-CH', 'value': '0087-142000-BV'}]",stop_area:OCE:SA:87142000,admin:904595extern,52121,Chaumont (Chaumont),Chaumont (52000),48.109437,5.13445,Chaumont,Chaumont,Europe/Paris,52000
173,"[{'type': 'CR-CI-CH', 'value': '0087-142091-BV'}]",stop_area:OCE:SA:87142091,admin:904542extern,52269,Langres (Langres),Langres (52200),47.877239,5.344682,Langres,Langres,Europe/Paris,52200
174,"[{'type': 'CR-CI-CH', 'value': '0087-142109-BV'}]",stop_area:OCE:SA:87142109,admin:1286357extern,57422,Lorraine-TGV (Louvigny),Louvigny (57420),48.944021,6.167379,Lorraine-TGV,Louvigny,Europe/Paris,57420
175,"[{'type': 'CR-CI-CH', 'value': '0087-142125-BV'}]",stop_area:OCE:SA:87142125,admin:3070822extern,52155,Culmont-Chalindrey (Culmont),Culmont (52600),47.810217,5.443217,Culmont-Chalindrey,Culmont,Europe/Paris,52600
176,"[{'type': 'CR-CI-CH', 'value': '0087-142224-BV'}]",stop_area:OCE:SA:87142224,admin:3197391extern,52058,Bologne (Bologne),Bologne (52310),48.198581,5.134246,Bologne,Bologne,Europe/Paris,52310
177,"[{'type': 'CR-CI-CH', 'value': '0087-142232-00'}]",stop_area:OCE:SA:87142232,admin:3200418extern,52524,Vignory (Vignory),Vignory (52320),48.27049,5.124227,Vignory,Vignory,Europe/Paris,52320
178,"[{'type': 'CR-CI-CH', 'value': '0087-142240-BV'}]",stop_area:OCE:SA:87142240,admin:3207090extern,52211,Froncles (Froncles),Froncles (52320),48.296636,5.141595,Froncles,Froncles,Europe/Paris,52320
179,"[{'type': 'CR-CI-CH', 'value': '0087-142265-BV'}]",stop_area:OCE:SA:87142265,admin:3205951extern,52230,Gudmont (Gudmont-Villiers),Gudmont-Villiers (52320),48.337436,5.140838,Gudmont,Gudmont-Villiers,Europe/Paris,52320
180,"[{'type': 'CR-CI-CH', 'value': '0087-142273-00'}]",stop_area:OCE:SA:87142273,admin:3203697extern,52175,Donjeux (Donjeux),Donjeux (52300),48.365936,5.148413,Donjeux,Donjeux,Europe/Paris,52300
181,"[{'type': 'CR-CI-CH', 'value': '0087-142406-00'}]",stop_area:OCE:SA:87142406,admin:3071244extern,52320,Merrey (Haute-Marne) (Merrey),Merrey (52240),48.054064,5.594866,Merrey (Haute-Marne),Merrey,Europe/Paris,52240
182,"[{'type': 'CR-CI-CH', 'value': '0087-142497-00'}]",stop_area:OCE:SA:87142497,admin:934992extern,88123,Damblain (Damblain),Damblain (88320),48.093945,5.657024,Damblain,Damblain,Europe/Paris,88320
183,"[{'type': 'CR-CI-CH', 'value': '0087-143024-00'}]",stop_area:OCE:SA:87143024,admin:3070025extern,52548,Vraincourt-Vieville (Vraincourt),Vraincourt (52310),48.237084,5.123854,Vraincourt-Vieville,Vraincourt,Europe/Paris,52310
184,"[{'type': 'CR-CI-CH', 'value': '0087-144006-BV'}]",stop_area:OCE:SA:87144006,admin:78828extern,88160,Epinal (Épinal),Épinal (88000),48.178059,6.441547,Epinal,Épinal,Europe/Paris,88000
185,"[{'type': 'CR-CI-CH', 'value': '0087-144014-BV'}]",stop_area:OCE:SA:87144014,admin:86754extern,88413,St-Dié-des-Vosges (Saint-Dié-des-Vosges),Saint-Dié-des-Vosges (88100),48.282217,6.948041,St-Dié-des-Vosges,Saint-Dié-des-Vosges,Europe/Paris,88100
186,"[{'type': 'CR-CI-CH', 'value': '0087-144030-00'}]",stop_area:OCE:SA:87144030,admin:125590extern,88101,Docelles-Cheniménil (Cheniménil),Cheniménil (88460),48.141452,6.606969,Docelles-Cheniménil,Cheniménil,Europe/Paris,88460
187,"[{'type': 'CR-CI-CH', 'value': '0087-144048-00'}]",stop_area:OCE:SA:87144048,admin:125280extern,88266,Lépanges (Lépanges-sur-Vologne),Lépanges-sur-Vologne (88600),48.17266,6.672149,Lépanges,Lépanges-sur-Vologne,Europe/Paris,88600
188,"[{'type': 'CR-CI-CH', 'value': '0087-144055-BV'}]",stop_area:OCE:SA:87144055,admin:150963extern,88090,Charmes (Vosges) (Charmes),Charmes (88130),48.378637,6.301297,Charmes (Vosges),Charmes,Europe/Paris,88130
189,"[{'type': 'CR-CI-CH', 'value': '0087-144063-BV'}]",stop_area:OCE:SA:87144063,admin:153754extern,88355,Vincey (Vosges) (Portieux),Portieux (88330),48.343406,6.335832,Vincey (Vosges),Portieux,Europe/Paris,88330
190,"[{'type': 'CR-CI-CH', 'value': '0087-144071-BV'}]",stop_area:OCE:SA:87144071,admin:153863extern,88327,Châtel-Nomexy (Nomexy),Nomexy (88440),48.307097,6.388039,Châtel-Nomexy,Nomexy,Europe/Paris,88440
191,"[{'type': 'CR-CI-CH', 'value': '0087-144089-00'}]",stop_area:OCE:SA:87144089,admin:157427extern,88247,Igney (Igney),Igney (88150),48.270893,6.399591,Igney,Igney,Europe/Paris,88150
192,"[{'type': 'CR-CI-CH', 'value': '0087-144097-BV'}]",stop_area:OCE:SA:87144097,admin:157432extern,88465,Thaon (Thaon-les-Vosges),Thaon-les-Vosges (88150),48.244655,6.416308,Thaon,Thaon-les-Vosges,Europe/Paris,88150
193,"[{'type': 'CR-CI-CH', 'value': '0087-144105-00'}]",stop_area:OCE:SA:87144105,admin:87186extern,88375,Raves-Ban-de-Laveline (Raves),Raves (88520),48.265699,7.037458,Raves-Ban-de-Laveline,Raves,Europe/Paris,88520
194,"[{'type': 'CR-CI-CH', 'value': '0087-144121-00'}]",stop_area:OCE:SA:87144121,admin:941016extern,88530,Xertigny (Xertigny),Xertigny (88220),48.052982,6.376746,Xertigny,Xertigny,Europe/Paris,88220
195,"[{'type': 'CR-CI-CH', 'value': '0087-144147-00'}]",stop_area:OCE:SA:87144147,admin:934927extern,88108,Bains-les-Bains (Le Clerjus),Le Clerjus (88240),47.981197,6.295177,Bains-les-Bains,Le Clerjus,Europe/Paris,88240
196,"[{'type': 'CR-CI-CH', 'value': '0087-144154-BV'}]",stop_area:OCE:SA:87144154,admin:125211extern,88078,Bruyères (Vosges) (Bruyères),Bruyères (88600),48.204729,6.7192,Bruyères (Vosges),Bruyères,Europe/Paris,88600
197,"[{'type': 'CR-CI-CH', 'value': '0087-144162-BV'}]",stop_area:OCE:SA:87144162,admin:124576extern,88262,Laveline-devant-Bruyère (Laveline-devant-Bruyères),Laveline-devant-Bruyères (88600),48.185503,6.751627,Laveline-devant-Bruyère,Laveline-devant-Bruyères,Europe/Paris,88600
198,"[{'type': 'CR-CI-CH', 'value': '0087-144188-00'}]",stop_area:OCE:SA:87144188,admin:117751extern,88059,Biffontaine (Biffontaine),Biffontaine (88430),48.205852,6.806987,Biffontaine,Biffontaine,Europe/Paris,88430
199,"[{'type': 'CR-CI-CH', 'value': '0087-144196-00'}]",stop_area:OCE:SA:87144196,admin:117650extern,88244,Corcieux-Vanémont (La Houssière),La Houssière (88430),48.198414,6.87763,Corcieux-Vanémont,La Houssière,Europe/Paris,88430
200,"[{'type': 'CR-CI-CH', 'value': '0087-144204-00'}]",stop_area:OCE:SA:87144204,admin:269895extern,88357,gare de Poussay (Poussay),Poussay (88500),48.322137,6.126656,gare de Poussay,Poussay,Europe/Paris,88500
201,"[{'type': 'CR-CI-CH', 'value': '0087-144212-00'}]",stop_area:OCE:SA:87144212,admin:269925extern,88304,Mirecourt (Mirecourt),Mirecourt (88500),48.299205,6.129342,Mirecourt,Mirecourt,Europe/Paris,88500
202,"[{'type': 'CR-CI-CH', 'value': '0087-144220-00'}]",stop_area:OCE:SA:87144220,admin:269978extern,88246,Hymont-Mattaincourt (Hymont),Hymont (88500),48.270714,6.140536,Hymont-Mattaincourt,Hymont,Europe/Paris,88500
203,"[{'type': 'CR-CI-CH', 'value': '0087-144279-00'}]",stop_area:OCE:SA:87144279,admin:939961extern,88516,Vittel (Vittel),Vittel (88800),48.20244,5.942254,Vittel,Vittel,Europe/Paris,88800
204,"[{'type': 'CR-CI-CH', 'value': '0087-144287-BV'}]",stop_area:OCE:SA:87144287,admin:940030extern,88114,Contrexéville (Contrexéville),Contrexéville (88140),48.17996,5.890982,Contrexéville,Contrexéville,Europe/Paris,88140
205,"[{'type': 'CR-CI-CH', 'value': '0087-144295-00'}]",stop_area:OCE:SA:87144295,admin:940076extern,88289,Martigny-les-Bains (Martigny-les-Bains),Martigny-les-Bains (88320),48.108675,5.825821,Martigny-les-Bains,Martigny-les-Bains,Europe/Paris,88320
206,"[{'type': 'CR-CI-CH', 'value': '0087-144303-00'}]",stop_area:OCE:SA:87144303,admin:934971extern,88258,Lamarche (Vosges) (Lamarche),Lamarche (88320),48.089959,5.760269,Lamarche (Vosges),Lamarche,Europe/Paris,88320
207,"[{'type': 'CR-CI-CH', 'value': '0087-144311-00'}]",stop_area:OCE:SA:87144311,admin:935094extern,88404,Rozières-sur-Mouzon (Rozières-sur-Mouzon),Rozières-sur-Mouzon (88320),48.120873,5.70534,Rozières-sur-Mouzon,Rozières-sur-Mouzon,Europe/Paris,88320
208,"[{'type': 'CR-CI-CH', 'value': '0087-144329-00'}]",stop_area:OCE:SA:87144329,admin:87256extern,88276,Lesseux-Frapelle (Lusse),Lusse (88490),48.2897,7.076593,Lesseux-Frapelle,Lusse,Europe/Paris,88490
209,"[{'type': 'CR-CI-CH', 'value': '0087-144345-00'}]",stop_area:OCE:SA:87144345,admin:87578extern,88361,Provenchères-sur-Fave (Provenchères-sur-Fave),Provenchères-sur-Fave (88490),48.304632,7.08514,Provenchères-sur-Fave,Provenchères-sur-Fave,Europe/Paris,88490
210,"[{'type': 'CR-CI-CH', 'value': '0087-144386-00'}]",stop_area:OCE:SA:87144386,admin:87589extern,88112,Colroy-Lubine (Colroy-la-Grande),Colroy-la-Grande (88490),48.314636,7.131245,Colroy-Lubine,Colroy-la-Grande,Europe/Paris,88490
211,"[{'type': 'CR-CI-CH', 'value': '0087-144410-00'}]",stop_area:OCE:SA:87144410,admin:941069extern,88011,Arches (Arches),Arches (88380),48.119941,6.528,Arches,Arches,Europe/Paris,88380
