Project,Version,num_downloads,month
jyquickhelper,12.04,140,201612
pymyinstall,7.5,1,201805
jupytalk,10.14,1,201901
pyquickhelper,18.10,2,201810
pyquickhelper,10.10.3,1,201812
mlstatpy,14.04,72,201708
pyrsslocal,,2082,201610
pyensae,14.04,1,201607
pyquickhelper,14.04,154,201801
nimbusml,10.13,1,201810
pyenbc,17.04,1,201801
mlstatpy,10.13.2,2,201801
pyquickhelper,12.04,147,201612
teachpyx,,43,201807
pyquickhelper,6.7,2,201704
pyquickhelper,18,1,201902
lightmlboard,9,1,201802
pymyinstall,10.9.5,2,201809
skl2onnx,10.14.2,1,201906
onnxruntime,18.04,25,201811
pyquickhelper,18.3,1,201810
pyquickhelper,27,1,201804
mlstatpy,7,1,201705
pymmails,14.04,68,201711
jyquickhelper,27,1,201802
mlstatpy,,497,201705
onnxruntime,10.13.4,4,201905
jyquickhelper,10.11.4,1,201612
pyenbc,10.14.3,1,201904
pyquickhelper,16.04,158,201807
pyquickhelper,10.12,1,201612
pyensae,14.04,55,201704
pyquickhelper,17.04,1,201901
pyquickhelper,19.1,1,201904
pyrsslocal,10.13.4,2,201810
pyensae,14.1,1,201609
pyensae,10.12.1,1,201706
skl2onnx,7.5,1,201905
onnxruntime,26,1,201904
tkinterquickhelper,7,4,201803
pyquickhelper,10.11.6,1,201702
jyquickhelper,6.10,1,201808
tkinterquickhelper,15.0,1,201904
mlinsights,,1426,201905
pysqllike,7,1,201812
pymmails,10.11.6,1,201705
pyensae,8.4,1,201606
pyrsslocal,14.04,31,201802
csharpy,14.04,1,201809
jyquickhelper,16.04,8,201611
pyquickhelper,7.2,8,201602
jyquickhelper,10.10.3,1,201812
pyensae,17.10,2,201804
papierstat,16.04,11,201812
jyquickhelper,10.13.5,1,201811
pymmails,10.10.5,1,201702
mlinsights,,708,201811
pyensae,14.04,115,201810
jyquickhelper,18,1,201902
jyquickhelper,17.10,2,201809
mlinsights,7,3,201906
tkinterquickhelper,15.7,1,201809
papierstat,10.13.6,1,201811
skl2onnx,9,6612,201904
mlstatpy,,175,201809
pymyinstall,12.04,1,201712
pymyinstall,10.12.6,3,201711
mlinsights,10.13.1,2,201711
mlstatpy,18.04,3,201812
pyensae,8,3,201809
onnxruntime,7,3,201810
pyensae,10.11.1,1,201601
tkinterquickhelper,16.04,76,201905
pyquickhelper,10.12.2,1,201612
pymyinstall,jessie/sid,3,201601
pyensae,16.04,12,201709
jupytalk,jessie/sid,1,201607
onnxruntime,16.04,33,201809
tkinterquickhelper,9,1,201905
lightmlrestapi,,44,201803
mlinsights,17.10,1,201809
pymmails,9,2,201904
tkinterquickhelper,10.13.4,2,201804
jyquickhelper,10.14.1,9,201811
pyrsslocal,,1058,201605
pyquickhelper,7.6,1,201901
pyquickhelper,7.11,1,201608
tkinterquickhelper,1.6,1,201804
pyquickhelper,16.04,15,201801
pymmails,wheezy/sid,37,201602
mlstatpy,2,1,201705
pyquickhelper,10.13.3,1,201808
pyquickhelper,10.14,2,201809
pyrsslocal,16.04,1,201705
mlstatpy,2.3,1,201702
onnxruntime,19.1,1,201905
pyquickhelper,wheezy/sid,18,201603
pymmails,10.11.6,1,201709
mlinsights,,150,201806
jyquickhelper,10.13.5,1,201808
pyensae,9,34,201901
pyquickhelper,14.04,20,201808
pyensae,17.04,2,201705
pyquickhelper,10.11.6,1,201607
pymyinstall,7.2,1,201801
jyquickhelper,10.13.1,4,201712
pymyinstall,14.04,2,201809
pymmails,,180,201904
jyquickhelper,10.12.2,1,201704
pyquickhelper,26,1,201811
pymyinstall,10.12.5,1,201712
pyquickhelper,14.04,278,201805
jyquickhelper,10.12.4,2,201704
tkinterquickhelper,10.12.5,1,201711
jupytalk,,306,201611
jyquickhelper,16.04,7,201711
papierstat,10.13.4,1,201901
tkinterquickhelper,16.04,38,201810
mlstatpy,10.10.5,1,201709
jyquickhelper,18.04,34,201809
mlstatpy,12.04,29,201702
jupytalk,,932,201610
pyrsslocal,,111,201902
tkinterquickhelper,7.2,1,201904
pymyinstall,16.04,89,201809
teachpyx,,130,201903
jyquickhelper,18.10,10,201902
tkinterquickhelper,,401,201712
pymmails,10.12,1,201611
pyenbc,10.11.6,1,201810
tkinterquickhelper,10.12.3,1,201905
pymmails,10.12.6,1,201710
cpyquickhelper,8,3,201902
pyensae,10.13.6,9,201904
pysqllike,7,1,201808
jyquickhelper,6.10,1,201807
onnxruntime,9,16,201811
pyquickhelper,10.13.3,2,201809
pyquickhelper,10.13.6,42,201902
onnxruntime,10.14.3,45,201904
tkinterquickhelper,10.14,3,201811
tkinterquickhelper,17.04,1,201712
tkinterquickhelper,2019,1,201902
pymyinstall,10.12.5,1,201708
tkinterquickhelper,10.14.1,1,201811
jyquickhelper,10.12.2,1,201707
pyensae,17.04,2,201801
pyquickhelper,10.12,1,201710
pyquickhelper,,11928,201708
pyquickhelper,10.13.4,2,201812
jyquickhelper,10.11.6,7,201809
pymyinstall,14.04,28,201807
skl2onnx,17.10,1,201901
nimbusml,10,1,201905
jyquickhelper,14.04,324,201712
jyquickhelper,buster/sid,1,201903
pymyinstall,14.04,18,201811
onnxruntime,10.12.6,57,201905
mlinsights,10.14.2,1,201901
mlstatpy,6.2,2,201608
jupytalk,26,1,201802
jupytalk,,270,201904
pyquickhelper,15.5,4,201712
jyquickhelper,10.12.5,2,201709
cpyquickhelper,16.04,47,201903
mlinsights,8,3,201805
csharpy,,286,201905
skl2onnx,17.10,2,201905
jyquickhelper,14.04,20,201905
pymmails,14.04,56,201710
jyquickhelper,14.04,270,201804
scikit-onnxruntime,9,2,201905
onnxruntime,19,1,201905
jyquickhelper,,598,201810
jyquickhelper,18.04,148,201905
jyquickhelper,6,3,201807
pyensae,8,1,201611
pyquickhelper,stretch/sid,1,201712
pyenbc,14.04,19,201712
tkinterquickhelper,7,1,201711
tkinterquickhelper,10.12.5,1,201707
pyensae,10.14.5,6,201905
tkinterquickhelper,10.13.4,1,201903
pyensae,8,11,201707
jyquickhelper,7.5,2,201906
pyensae,19,1,201810
onnxruntime,2,14,201903
pymyinstall,14.04,79,201805
cpyquickhelper,9,45,201903
mlinsights,stretch/sid,2,201711
pyensae,7,1,201905
skl2onnx,15.0,1,201903
pymmails,14.04,10,201807
tkinterquickhelper,7,1,201905
pyquickhelper,10.13.1,1,201903
onnxruntime,9,359,201904
pymyinstall,14.04,2,201610
pyensae,14.04,1,201905
pyquickhelper,12.04,25,201703
mlinsights,7,1,201904
pyrsslocal,12.04,22,201706
onnxruntime,19.1,3,201904
pymyinstall,14.04,4,201904
tkinterquickhelper,18.1,1,201706
pyensae,17.10,1,201810
tkinterquickhelper,18.04,17,201810
pyrsslocal,10.13.3,2,201809
onnxruntime,18.0.4,3,201906
jyquickhelper,17.10,3,201805
pyquickhelper,2019.1,1,201903
skl2onnx,9,2341,201906
pyquickhelper,,14722,201602
jyquickhelper,18.0.3,1,201903
pyrsslocal,10.14.2,1,201903
pyquickhelper,8,6,201904
pyquickhelper,10.13.4,1,201803
pymyinstall,10.11.6,1,201705
jyquickhelper,19,1,201810
pymmails,,747,201710
skl2onnx,8,73,201903
pyrsslocal,,156,201808
pyrsslocal,8,1,201702
pymyinstall,10.10.5,3,201609
pymyinstall,10.14.2,1,201903
tkinterquickhelper,10.12.4,1,201705
pymmails,9,3,201807
pyquickhelper,7.5,1,201805
pyquickhelper,18.08,3,201811
tkinterquickhelper,10.13.2,2,201712
mlstatpy,14.04,18,201803
pyquickhelper,18.08,7,201810
pyensae,14.04,38,201707
manydataapi,16.04,54,201811
pyensae,,2511,201801
pyrsslocal,17.10,1,201804
pyensae,jessie/sid,2,201703
jyquickhelper,6,8,201809
skl2onnx,16.04,13670,201906
pymmails,10.13.4,1,201804
pyensae,16.04,142,201903
pyquickhelper,10.12.3,1,201702
jupytalk,10.12.4,1,201705
mlinsights,10.14.4,2,201905
pyquickhelper,15.8,1,201811
pyensae,10.14.2,3,201812
nimbusml,10.13.4,1,201901
tkinterquickhelper,26,1,201709
tkinterquickhelper,16.04,6,201712
jupytalk,,130,201806
nimbusml,10.13.1,1,201903
mlstatpy,16.04,4,201611
pyquickhelper,,1353,201904
pyquickhelper,10.13.6,4,201807
skl2onnx,30,1,201905
pyensae,10.12.5,2,201708
tkinterquickhelper,rolling,1,201810
mlstatpy,7,1,201805
skl2onnx,10.15,1,201903
pymyinstall,10.12.3,1,201704
onnxruntime,29,1,201906
jyquickhelper,10.13.1,1,201901
jupytalk,16.04,2,201611
tkinterquickhelper,14.04,9,201804
mlstatpy,10.12.6,1,201810
pymmails,,3235,201607
pyrsslocal,10.13,2,201711
pymmails,16.04,2,201708
jupytalk,,506,201801
pyensae,7,1,201706
jyquickhelper,10.11.6,1,201707
pymyinstall,2016.09,1,201702
pyensae,jessie/sid,4,201602
pyquickhelper,10.13.5,1,201812
papierstat,18.04,4,201904
jyquickhelper,10.9.5,1,201712
pyquickhelper,jessie/sid,2,201610
pyrsslocal,,622,201712
csharpy,14.04,11,201811
pyquickhelper,10.13.6,24,201811
nimbusml,10.14.3,4,201906
pyquickhelper,18.04,1,201804
tkinterquickhelper,18.2,1,201809
tkinterquickhelper,,294,201706
jyquickhelper,16.04,10,201706
skl2onnx,17.04,1,201903
pyquickhelper,17.1.12,1,201810
jyquickhelper,10.14.2,15,201901
pyrsslocal,10.14,1,201810
tkinterquickhelper,14.04,36,201710
jyquickhelper,jessie/sid,44,201704
pyquickhelper,20180419,1,201804
pyensae,12.04,1,201710
pyquickhelper,18.0.2,1,201902
tkinterquickhelper,17,1,201707
teachpyx,9,2,201904
lightmlrestapi,16.04,8,201810
cpyquickhelper,9,5,201711
skl2onnx,9,9905,201905
pysqllike,,841,201710
onnxruntime,10.12.4,1,201905
pyquickhelper,10.11.6,2,201810
onnxruntime,10.14,5,201812
pyensae,7.6,1,201905
skl2onnx,10.14,9,201904
pyquickhelper,10.12.6,4,201901
pymyinstall,16.04,8,201609
mlinsights,16.04,42,201812
jyquickhelper,10.10.5,1,201904
pyensae,5.0,1,201905
pyenbc,16.04,60,201901
jyquickhelper,10.13.6,25,201811
pymyinstall,18.04,15,201904
pymmails,10.13.4,2,201809
manydataapi,10.14.2,1,201903
onnxruntime,10.14.2,3,201905
pysqllike,,240,201605
mlinsights,14.04,4,201803
pymyinstall,,131,201906
cpyquickhelper,17.10,1,201804
pyrsslocal,14.04,10,201807
tkinterquickhelper,10.14.2,1,201811
skl2onnx,16.04,48498,201904
pymyinstall,10.10.3,1,201812
pyrsslocal,,1622,201602
skl2onnx,19.1,3,201904
skl2onnx,10.13.5,1,201903
pymmails,14.04,1,201606
tkinterquickhelper,10.13.6,9,201906
mlinsights,8,2,201810
pyensae,18,1,201902
jyquickhelper,10.11.6,1,201712
pyquickhelper,18.1,1,201704
mlinsights,10.13.4,1,201905
jyquickhelper,7,35,201803
mlinsights,,276,201807
pyenbc,18.04,2,201808
mlinsights,10.13.5,1,201809
pyquickhelper,10.13.1,1,201807
jyquickhelper,8,13,201710
pymyinstall,10.12.5,1,201809
pyensae,10.12.2,4,201702
skl2onnx,29,1,201905
tkinterquickhelper,16.04,6,201805
jyquickhelper,10.13.2,1,201812
teachpyx,10.14.2,1,201902
pyensae,,2548,201710
pyrsslocal,10.13.4,1,201805
tkinterquickhelper,10.13.5,1,201807
tkinterquickhelper,17.10,2,201801
pyrsslocal,14.04,14,201804
onnxruntime,10.13.4,3,201904
pymyinstall,7.2.1511,1,201602
pyensae,10.13.4,1,201807
mlstatpy,10.14.2,1,201903
pymmails,18.10,1,201812
tkinterquickhelper,rolling,1,201712
pysqllike,,47,201906
skl2onnx,10.14,7,201905
pyensae,,879,201808
papierstat,16.04,1,201904
skl2onnx,27,1,201902
jyquickhelper,10.13.3,4,201802
pyquickhelper,6.6,1,201811
manydataapi,18.04,1,201812
jyquickhelper,18.08.31.1,1,201906
pysqllike,,101,201905
pyquickhelper,10.11.6,11,201609
jyquickhelper,10.12.1,1,201712
pyquickhelper,10.14,4,201812
mlstatpy,19.04,1,201905
pyquickhelper,7.4,1,201708
pymyinstall,stretch/sid,1,201801
pymmails,14.04,30,201707
nimbusml,10.13.6,15,201905
tkinterquickhelper,7.6,1,201903
pyquickhelper,kali-rolling,1,201703
pyenbc,16.04,6,201906
pyensae,10.12.4,1,201706
skl2onnx,10.13.1,1,201905
pyquickhelper,7,2,201612
tkinterquickhelper,7,1,201801
pyenbc,,54,201804
skl2onnx,2018.03,1,201902
teachpyx,6.9,1,201802
tkinterquickhelper,7,1,201904
jyquickhelper,testing,1,201810
pysqllike,,203,201707
pyensae,10.11.6,1,201703
pyquickhelper,2,1,201705
pyquickhelper,2017.1,1,201707
pyquickhelper,10.14,1,201904
csharpy,,192,201811
jupytalk,16.04,4,201812
pyquickhelper,6,19,201707
pyensae,7.2.1511,1,201602
mlinsights,,193,201802
mlinsights,buster/sid,1,201903
pyensae,16.04,126,201809
mlstatpy,16.04,27,201810
skl2onnx,10.13.3,1,201906
jupytalk,10.12.3,1,201704
tkinterquickhelper,,188,201707
jyquickhelper,10.11.3,1,201610
pymyinstall,10.13.3,1,201902
mlinsights,10.14.2,1,201902
pyensae,14.04,1,201608
tkinterquickhelper,7,1,201805
pyquickhelper,7.4.1708,1,201812
pyquickhelper,16.04,112,201906
mlinsights,,321,201904
tkinterquickhelper,18.04,19,201809
pyensae,10.13.5,1,201903
jyquickhelper,6,6,201803
pyquickhelper,14.04,28,201701
pymyinstall,14.04,1,201603
jyquickhelper,,893,201801
pysqllike,10.13.6,1,201809
pyenbc,7,1,201802
pymmails,10.12,1,201810
pymmails,8,1,201801
pyquickhelper,10.13.3,3,201802
manydataapi,10.12.5,2,201809
jyquickhelper,10.14.2,8,201812
papierstat,10.13.6,1,201812
tkinterquickhelper,10.13.4,1,201812
tkinterquickhelper,14.04,1,201904
pysqllike,18.04,3,201810
pyquickhelper,10.12.6,1,201903
skl2onnx,7,57,201905
pyquickhelper,20180119,1,201801
mlstatpy,9,70,201810
pymyinstall,14.1,2,201609
jyquickhelper,18.10,3,201904
mlinsights,16.04,26,201807
jyquickhelper,10.12.6,3,201804
pyquickhelper,10.11.4,1,201701
pyrsslocal,,277,201612
pyquickhelper,14.04,2,201612
pyensae,10.12.3,5,201703
lightmlrestapi,10.13.6,5,201811
pymmails,14.04,54,201704
pysqllike,16.04,1,201802
pyensae,18.04,25,201903
skl2onnx,7,3,201902
pyquickhelper,18.3,3,201806
teachpyx,,478,201801
cpyquickhelper,,396,201711
tkinterquickhelper,14.04,14,201802
tkinterquickhelper,16.10,1,201706
jyquickhelper,10.12.5,1,201802
pyquickhelper,24,1,201809
pymmails,17.04,1,201705
pyquickhelper,,28802,201606
pyensae,10.10.5,1,201812
pymyinstall,17.04,1,201706
skl2onnx,7.5,1,201904
lightmlboard,16.04,4,201809
pymyinstall,10.12.6,1,201810
onnxruntime,,1037,201810
jupytalk,10.13.3,1,201803
mlprodict,9,1,201802
teachpyx,16.04,1,201806
skl2onnx,16.04,275,201902
pyensae,10.12,2,201904
tkinterquickhelper,16.04,17,201807
jyquickhelper,12.04,21,201706
mlinsights,7.4,1,201905
onnxruntime,8.0,2,201905
manydataapi,9,16,201811
pyquickhelper,6.8,1,201701
jyquickhelper,6.9,1,201804
pymyinstall,wheezy/sid,14,201612
jyquickhelper,10.12.6,5,201711
pyquickhelper,10.13.1,1,201902
pyrsslocal,10.11.6,2,201610
mlinsights,16.04,57,201902
pyrsslocal,10.11.6,1,201810
tkinterquickhelper,17.04,1,201801
pymyinstall,,3302,201705
mlinsights,16.04,60,201905
pyquickhelper,1.6,1,201802
onnxruntime,18.10,6,201904
pyensae,10.12.5,3,201709
pyensae,16.04,91,201904
jyquickhelper,6,1,201811
pymmails,16.04,15,201906
pyensae,10.13.2,2,201811
pymyinstall,16.04,2,201710
skl2onnx,30,1,201906
nimbusml,,2476,201902
pymyinstall,16.04,69,201811
jyquickhelper,16.04,14,201701
onnxruntime,7.2,4,201905
onnxruntime,7.6,1,201903
teachpyx,,160,201810
tkinterquickhelper,18.0.0,2,201811
pyquickhelper,28,2,201807
mlstatpy,10.14,2,201810
teachpyx,16.04,1,201802
mlprodict,,38,201804
pyrsslocal,10.9.5,1,201610
pyensae,,4657,201602
pyquickhelper,19,2,201902
tkinterquickhelper,26,1,201711
pyensae,10.11.6,1,201811
mlinsights,10.14.5,3,201906
pymyinstall,,892,201811
jyquickhelper,18.10,2,201810
onnxruntime,,9183,201905
tkinterquickhelper,17.10,1,201805
lightmlboard,,327,201904
tkinterquickhelper,8,1,201707
lightmlboard,16.04,2,201801
jyquickhelper,19,2,201902
pyensae,,3092,201708
pyenbc,7.2,1,201803
pyensae,9,10,201902
pyensae,10.13.1,1,201712
pyensae,10.13.6,8,201811
pyensae,10.13.1,1,201710
mlinsights,7,16,201905
jyquickhelper,7,72,201810
mlstatpy,wheezy/sid,18,201609
pymyinstall,10.12.6,9,201709
pyquickhelper,10.13.6,121,201903
pyensae,7,1,201802
manydataapi,,43,201806
nimbusml,7,1,201811
pyquickhelper,8,1,201812
pymmails,16.04,1,201801
skl2onnx,15.9,1,201903
manydataapi,10.13.6,1,201903
pyquickhelper,jessie/sid,3,201606
lightmlboard,,265,201802
onnxruntime,,5044,201902
papierstat,10.12.6,1,201809
jyquickhelper,10.11.6,1,201806
mlstatpy,10.9.5,1,201709
onnxruntime,2,6,201905
jyquickhelper,12.2,2,201811
pymyinstall,7,1,201708
mlinsights,10.13.4,1,201809
lightmlboard,,401,201811
pyrsslocal,10.12.5,3,201709
pymyinstall,jessie/sid,1,201712
scikit-onnxruntime,18.04,1,201904
jyquickhelper,10.12.6,4,201810
mlinsights,19.04,1,201906
jyquickhelper,6,2,201708
jyquickhelper,8,2,201703
jyquickhelper,10.13.6,16,201812
tkinterquickhelper,18.10,1,201812
jyquickhelper,6.7,1,201701
pyquickhelper,8,2,201702
pysqllike,10.14.4,1,201905
tkinterquickhelper,10.12.6,2,201711
pyensae,19,1,201902
pyrsslocal,12.04,59,201701
pyquickhelper,10.14.1,1,201810
mlstatpy,14.04,3,201610
jyquickhelper,6,21,201709
skl2onnx,19.1,3,201905
pyensae,16.04,2,201806
pyensae,17.04,4,201712
pyensae,2017.2,1,201710
jyquickhelper,2,2,201905
pymyinstall,10.12.6,1,201811
pymyinstall,,1439,201704
jyquickhelper,10.13.6,57,201901
tkinterquickhelper,10.12.6,1,201802
pyquickhelper,10.14.1,3,201901
pyquickhelper,6,1,201903
pyenbc,10.13.2,1,201801
mlstatpy,10.12.6,7,201709
pymyinstall,10.12,1,201709
pymyinstall,9,6,201905
pyquickhelper,9,34,201812
pyrsslocal,12.04,16,201707
pysqllike,7.4,1,201711
scikit-onnxruntime,9,20,201902
pyrsslocal,10.11.5,1,201706
onnxruntime,2,2,201904
pyrsslocal,18.04,3,201812
nimbusml,9,1925,201906
pymmails,10.13.4,2,201810
pyensae,16.04,3,201802
jyquickhelper,10.12.3,4,201710
pyquickhelper,14.04,93,201704
lightmlboard,7.4.1708,1,201812
pyenbc,10.11.6,4,201809
tkinterquickhelper,2019.1,1,201902
onnxruntime,29,1,201901
teachpyx,9,1,201802
onnxruntime,0.4.1,1,201811
nimbusml,7.6,1,201904
pyenbc,14.04,4,201711
sparkouille,,50,201905
pyquickhelper,16.04,12,201805
pyensae,10.12,1,201710
onnxruntime,10.13.6,146,201812
pyquickhelper,16.04,18,201706
pyquickhelper,2017.2,1,201710
onnxruntime,7,18,201906
jyquickhelper,26,1,201811
pymyinstall,10.11.6,1,201805
pyensae,16.04,12,201705
pyensae,10.14.1,2,201905
manydataapi,10.14.1,1,201812
cpyquickhelper,16.04,41,201906
jyquickhelper,6,20,201701
pyquickhelper,10.11.6,2,201903
skl2onnx,18.10,8,201904
manydataapi,10.13.2,2,201810
csharpy,16.04,1,201905
pymyinstall,jessie/sid,6,201703
pysqllike,,754,201606
pysqllike,,119,201904
pyquickhelper,10.13.5,1,201805
onnxruntime,14.04,92,201810
manydataapi,18.04,1,201810
pyquickhelper,10.11.6,1,201712
pyquickhelper,v18.9.5,1,201809
pyquickhelper,26,2,201710
jyquickhelper,10.8.5,1,201703
nimbusml,10.13.1,2,201812
pymyinstall,6.2,2,201608
jyquickhelper,9,3,201803
onnxruntime,10.12.6,3,201902
onnxruntime,10.14.2,33,201901
skl2onnx,7.6,1,201903
pyensae,12.04,26,201703
jyquickhelper,14.04,270,201802
pyquickhelper,9,56,201809
jupytalk,16.04,3,201609
onnxruntime,18.04,23,201810
jupytalk,10.12.4,2,201704
papierstat,,248,201810
papierstat,10.14.5,1,201906
pyquickhelper,0.4.1,2,201903
jyquickhelper,10.13.4,1,201806
pyquickhelper,jessie/sid,45,201702
pyquickhelper,10.11.5,1,201709
pymmails,9,36,201901
pymmails,jessie/sid,2,201601
pymyinstall,wheezy/sid,14,201603
pymyinstall,10.11.6,1,201810
pymyinstall,10.11.6,4,201809
pymyinstall,,922,201808
jyquickhelper,10.14,1,201807
skl2onnx,10.13.6,4,201902
jyquickhelper,10.12.1,1,201706
pyquickhelper,10.12.5,8,201707
pyrsslocal,12.04,46,201702
nimbusml,17.10,1,201904
teachpyx,10.14,1,201810
tkinterquickhelper,1.6,2,201808
jyquickhelper,8,15,201808
pymyinstall,,1607,201802
pymyinstall,7,1,201802
onnxruntime,,2064,201812
pyensae,8,1,201704
pyensae,5.11,1,201606
jyquickhelper,16.04,235,201812
csharpyml,18.04,1,201810
pyensae,8,4,201902
tkinterquickhelper,18.08,3,201811
mlstatpy,17.04,2,201801
pyensae,8,4,201811
csharpy,8,5,201805
onnxruntime,7,11,201903
papierstat,7,1,201903
nimbusml,10.14.4,5,201906
pyquickhelper,18.04,25,201808
skl2onnx,9,963,201903
pyensae,10.13.5,2,201901
pysqllike,,109,201901
manydataapi,7,1,201811
pyquickhelper,rolling,2,201807
pyensae,10.12.6,1,201904
jyquickhelper,19.04,8,201905
mlinsights,14.04,26,201712
skl2onnx,10.13.6,2525,201904
jyquickhelper,17.04,1,201710
pymyinstall,17.04,1,201707
tkinterquickhelper,18.2,1,201710
cpyquickhelper,,374,201801
pyquickhelper,10.14,6,201901
pymmails,stretch/sid,3,201610
pyquickhelper,15.0,1,201903
pyrsslocal,10.13.6,1,201807
pyenbc,10.13.4,2,201810
pyquickhelper,10.12,1,201801
teachpyx,,51,201906
jyquickhelper,42.1,1,201612
pyrsslocal,,4554,201608
pysqllike,17.04,1,201801
mlstatpy,10.13.3,1,201902
nimbusml,18.04,21,201906
pyrsslocal,14.04,104,201709
tkinterquickhelper,17.04,1,201901
skl2onnx,8,19,201904
skl2onnx,7.1,1,201905
pyquickhelper,20180502,2,201805
csharpy,14.04,9,201807
pyensae,10.12,1,201810
pyquickhelper,,1767,201901
pyquickhelper,26,1,201801
pymmails,,802,201801
jyquickhelper,7,3,201707
pyquickhelper,10.11.5,2,201605
mlstatpy,,563,201801
pyenbc,10.12.6,4,201809
pyquickhelper,8,15,201809
onnxruntime,7.2,1,201901
mlinsights,14.04,16,201802
lightmlrestapi,,102,201808
mlstatpy,stretch/sid,1,201801
onnxruntime,10.14,12,201901
skl2onnx,10.13.3,3,201904
pyquickhelper,26,1,201901
pyensae,10.12.6,7,201708
pyquickhelper,3.7.0,1,201810
pyquickhelper,18.04,54,201902
pyensae,12.04,35,201705
tkinterquickhelper,18.3,2,201808
pyensae,18.3,1,201809
pyenbc,10.12,1,201810
tkinterquickhelper,28,1,201809
jyquickhelper,10.13.1,2,201902
onnxruntime,7.4,5,201903
pyquickhelper,16.04,188,201812
pymmails,18.04,1,201812
pyrsslocal,,69,201904
jyquickhelper,25,1,201903
pyensae,10.13.2,2,201801
pyensae,14.04,1,201603
pyquickhelper,20190321,1,201903
nimbusml,,15031,201906
pymmails,12.04,25,201703
pyensae,10.12,3,201610
onnxruntime,10.13,1,201901
pyquickhelper,,4768,201704
pyensae,18.04,84,201905
pyrsslocal,,44,201906
jyquickhelper,14.04,164,201706
pymyinstall,10.13.4,1,201805
pymmails,18.04,3,201906
pysqllike,20171123,1,201711
csharpy,16.04,1,201806
csharpyml,,23,201906
onnxruntime,10.14.3,35,201903
pyensae,9,14,201807
pyensae,9,6,201812
pymmails,9,4,201707
pymyinstall,10.13.6,1,201811
pyquickhelper,18,1,201801
tkinterquickhelper,10.11.6,2,201706
pyensae,14.04,37,201703
lightmlrestapi,9,1,201802
pyquickhelper,7,1,201706
onnxruntime,rolling,12,201905
jyquickhelper,10.12.1,3,201701
pyensae,9,9,201903
pyquickhelper,20180202,1,201802
csharpyml,9,1,201903
pysqllike,,806,201708
onnxruntime,9,24,201812
pyensae,10.13.1,2,201711
mlstatpy,19.04,1,201906
nimbusml,10.13.6,1,201810
pyquickhelper,,9089,201605
pyenbc,10.13.6,2,201807
pyrsslocal,16.04,15,201906
onnxruntime,15.0,1,201904
papierstat,10.14.4,1,201905
jyquickhelper,29,2,201901
pyensae,9,4,201809
pyrsslocal,8,3,201811
pyquickhelper,23,1,201702
csharpy,,60,201906
mlstatpy,10.12,1,201611
skl2onnx,10.14.5,1150,201905
pymyinstall,,23644,201608
skl2onnx,10.14,1,201902
pyquickhelper,16.04,16,201709
pymyinstall,10.12,1,201611
jyquickhelper,3.8.0,1,201809
mlprodict,,86,201809
pymmails,,320,201611
pymyinstall,19.04,1,201905
jyquickhelper,10.11.5,1,201705
pymyinstall,10.10.5,1,201601
cpyquickhelper,,336,201901
jyquickhelper,10.12.5,1,201809
teachpyx,18.04,3,201901
csharpy,7.4.1708,1,201812
jyquickhelper,10.13.4,1,201803
pyquickhelper,12.04,36,201705
pyensae,10.12.3,2,201702
pyquickhelper,18.0.4,2,201903
pyquickhelper,16.04,280,201811
pyrsslocal,10.12.3,4,201703
pyensae,10.11.6,4,201709
skl2onnx,29,4,201903
pymyinstall,8,1,201808
pyquickhelper,26,1,201802
pyquickhelper,17.04,1,201711
jupytalk,,547,201711
pyensae,10.12.6,3,201710
jyquickhelper,7,18,201709
pymmails,,160,201812
cpyquickhelper,16.04,1,201708
pymyinstall,,573,201903
manydataapi,14.04,2,201806
pyenbc,18.04,10,201904
pymmails,,279,201612
pyrsslocal,,134,201810
jupytalk,,165,201804
tkinterquickhelper,19.04,7,201905
pyensae,9.3,1,201801
pymyinstall,10.90,1,201612
pymmails,10.12.5,2,201809
papierstat,26,1,201802
tkinterquickhelper,15.8,1,201811
pymmails,7.2,1,201610
tkinterquickhelper,6.4,1,201808
pyquickhelper,10.13.5,1,201807
jyquickhelper,10.11.6,1,201611
pymyinstall,16.04,1,201610
jyquickhelper,2,4,201903
jyquickhelper,10.13.6,21,201810
pymyinstall,10.12.5,2,201709
sparkouille,,64,201903
pyquickhelper,16.04,25,201704
pyquickhelper,6,18,201710
jyquickhelper,10.13.2,3,201809
pyensae,10.11.5,1,201608
pysqllike,6.6,1,201707
tkinterquickhelper,10.12.6,1,201902
mlinsights,10.14.2,1,201812
tkinterquickhelper,10.11.6,1,201712
pyensae,10.14.3,10,201902
pyquickhelper,15.5,3,201801
onnxruntime,28,1,201811
pyensae,14.04,69,201805
pyquickhelper,17.3,1,201609
pyenbc,,44,201803
pyquickhelper,stable-updates,1,201904
jyquickhelper,10.14.3,12,201904
sparkouille,,49,201904
jyquickhelper,7.1.1503,1,201701
pyensae,9,1,201711
pyquickhelper,7,2,201906
onnxruntime,stable-updates,1,201811
pymyinstall,12.04,38,201705
pyquickhelper,10.13.1,1,201901
pyquickhelper,2018.4,1,201902
jyquickhelper,16.04,10,201707
jyquickhelper,2,7,201803
skl2onnx,19.04,8,201905
manydataapi,10.13.6,1,201807
pymmails,14.04,110,201709
pyenbc,18.04,2,201811
pyrsslocal,,460,201603
nimbusml,10.14.4,908,201904
pyquickhelper,16.10,1,201609
pymyinstall,14.04,141,201709
